event_id,project_id,mapping_status,mapping_method,source_type,source_file,briefing_date,publication_date,headline,primary_geography,geography_basis,event_direction,media_tone,mandate_class,capacity_reported_mtpa,capacity_additive,item_url,report_url,verification_status
2026-Q2#100,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Ohio establishes comprehensive CCS regulatory framework,United States,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#101,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Alaska's application for Class VI primacy advances through EPA,United States,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#102,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,California expands industrial incentives through cap-and-invest reforms,United States,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#103,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Colorado and Wyoming sign interstate CO2 storage MoU,United States,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#104,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,"California, Washington, and Quebec sign agreement to link North American carbon markets",,multi-country or global event; non-additive until adjudicated,neutral,,government target,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#105,ca-pathways,matched,curated alias,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Governments of Canada and Alberta advance Federal Implementation Agreement,Canada,canonical physical project location,neutral,,government target,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#106,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Canada expands CCUS Investment Tax Credit to include Enhanced Oil Recovery,Canada,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#107,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Colombia enables oil wells to support carbon storage,Colombia,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#108,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Brazil updates national CCUS potential assessment,Brazil,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#109,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-04-30,"CEF Energy launches €600 million call for energy infrastructure projects, including cross-border CO2 transport and storage projects",European Union,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#111,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-06-25,New round of applications opens for CO2 infrastructure projects seeking Project of Common Interest (PCI) or Project of Mutual Interest (PMI) status,European Union,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#112,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Funding applications now open under the CO2 Differenzvertraege scheme,Germany,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#113,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-06-04,French Government relaunches two flagship measures to decarbonise industry,France,single event geography; entity not mapped,neutral,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#114,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Ministry of Economic Affairs and Employment receive 8 applications for investment aid,Finland,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#115,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Enova issues consultation on proposed facility and criteria for a competitive support scheme for CCS,Norway,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#117,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Non-pipeline transport (NPT) pathfinder selection process opens for projects looking to connect to the East Coast Cluster,United Kingdom,single event geography; entity not mapped,positive,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#118,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-04-06,Amendments to safety regulations for CCUS operations and pipelines come into effect,United Kingdom,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#12,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,ExxonMobil announces new Sunflower Carbon Storage Project,United States,single event geography; entity not mapped,positive,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#120,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Nigeria Energy Transition Plan reinforces role of CCUS,Nigeria,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#121,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Nigeria launches carbon capture platform,Nigeria,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#122,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Cement sector roadmap incorporates carbon capture and utilisation,Morocco,single event geography; entity not mapped,neutral,,government target,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#123,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-06-03,Mozambique revises petroleum legislation to include CCS,Mozambique,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#124,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,India outlines roadmap for green urea production,India,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#125,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,"Indian Expenditure Finance Committee approves ₹19,700 Crore Carbon Capture Scheme",India,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#126,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Northern Territory passes legislation allowing CO2 to pass through pipelines,Australia,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#127,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-05-28,Western Australia introduces new regulatory framework for GHG storage,Australia,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#128,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-04-17,China releases guidance on green design of industrial products,China,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#129,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-05-07,"China, Brazil and the EU launch Open Coalition on Compliance Carbon Market (OCCCM)",,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#13,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,The Canadian government invests nearly $29 million toward cleantech projects,Canada,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#130,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-06-25,15th Five-Year Plan on Energy released,China,single event geography; entity not mapped,neutral,,government target,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#132,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,New CfD (Cost for Difference) type support scheme for CCS projects with CO2 pipeline transportation,Japan,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#133,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-04-01,Japan transitions its GX-ETS to the mandatory phase,Japan,single event geography; entity not mapped,neutral,,legislated/regulatory mandate,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#134,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Vietnam opens international carbon trading,Vietnam,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#135,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,"Compact, low-impact seismic source advances monitoring of offshore CO2 storage",Japan,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#136,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,"Kobelco, Atomis, and Nagase & Co. complete the demonstration of CO2 capture with MOFs at scale of 30 kg per day",Japan,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#137,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-04-14,"Approval in Principle (AiP) obtained for a 40,000 m3 design liquefied CO2 carrier equipped with wind challenger (hard sail wind-assisted propulsion systems)",Japan,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#14,ca-meadowbrook,matched,curated alias,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Bison Low Carbon Ventures Meadowbrook Storage Hub opens,Canada,canonical physical project location,positive,,not-dated,0.5,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#15,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Auris Energia and Carbonaide start Finland's first biogenic CO2 capture plant,Finland,single event geography; entity not mapped,neutral,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#16,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Surveys begin along the Delta Rhine Corridor West CO2 pipeline route,Netherlands,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#17,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Skytree launches first commercial Skytree Stratus System at Lingezegen Energy,Netherlands,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#19,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Abeona CCS project: the public consultation phase has officially started,Netherlands,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#20,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,France identifies 16.7 Mtpa CO2 that could be transported by NaTran to storage,France,single event geography; entity not mapped,neutral,,not-dated,16.7,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#21,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,NET4GAS launches a research project for the development of CO2 transport in the Czech Republic,Czechia,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#22,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,NG Nordic and SLB Capturi successfully demonstrate capture at hazardous waste facility in Denmark,Denmark,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#23,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Bigadan marks the opening of CO2 facility in Kalundborg,Denmark,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#25,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Inter Terminals Sweden completes FEED study for the CO-STAR project,Sweden,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#27,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Bergen welcomes and blesses Northern Phoenix,Norway,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#28,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Bernhard Schulte christens first LCO2 carrier for Northern Lights in China,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#30,uk-northern-endurance,matched,curated alias,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,DNV to certify UK NEP CO2 transport network,United Kingdom,canonical physical project location,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#31,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,bp looks to sell off stake in Teesside carbon capture project,United Kingdom,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#32,uk-northern-endurance,matched,curated alias,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Aquaterra's RAF system for UK CCS project enters fabrication phase,United Kingdom,canonical physical project location,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#33,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Evero submits planning application for flagship InBECCS project,United Kingdom,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#35,uk-northern-endurance,matched,curated alias,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Northern Endurance Partnership's first appraisal well indicates strong potential for their expansion store,United Kingdom,canonical physical project location,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#37,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Sohar Port advances cluster-based carbon capture strategy,Oman,single event geography; entity not mapped,neutral,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#38,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Jindal Steel Oman launches carbon recycling feasibility study,Oman,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#39,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,PDO advances CO2-EOR pilot at Dhulaima field,Oman,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#40,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Yinson Production deploys first offshore carbon captures system on Agogo FPSO,Angola,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#41,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,EWEC awards Taweelah C power project with future CCS capability,United Arab Emirates,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#42,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Saudi Arabia advances deployment of carbon-cured concrete technology,Saudi Arabia,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#43,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,KAUST and Aramco advance CO2-to-SAF technology,Saudi Arabia,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#44,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Woodside's Browse gas project including CCS to be assessed under environmental law,Australia,single event geography; entity not mapped,negative,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#46,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-04-11,China's first offshore EGR project starts construction,China,single event geography; entity not mapped,positive,,not-dated,1,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#47,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-04-13,China Resource Power's CCUS-to-methanol project obtains license,China,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#48,cn-tianchi-xinjiang,matched,curated alias,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-04-27,900 Ktpa CCUS project in Xinjiang submits environmental impact assessment documents,China,canonical physical project location,neutral,,not-dated,0.9,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#49,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-05-11,Shaanxi 150 Ktpa CCUS integrated project completes commissioning test,China,single event geography; entity not mapped,positive,,not-dated,0.15,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#50,cn-xingzichuan,matched,curated alias,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-05-11,Yanchang Xingzichuan 260 Ktpa CO2-EOR Project completes construction,China,canonical physical project location,positive,,not-dated,0.26,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#51,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-05-12,Guangdong Red Bay Generation 3 Ktpa Carbon Capture Project commences construction,China,single event geography; entity not mapped,positive,,not-dated,0.003,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#52,cn-baotou-chemical,matched,curated alias,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-05-29,China Energy Baotou Chemical CO2 Capture Project becomes operational,China,canonical physical project location,neutral,,not-dated,0.3,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#53,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-06-12,Yanchang Petroleum 1 Mtpa project begins construction on pipeline,China,single event geography; entity not mapped,positive,,not-dated,2.8,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#54,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-06-16,Ningxia 1 Ktpa DAC-to-SAF Project begins construction,China,single event geography; entity not mapped,positive,,corporate/project milestone,0.001,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#55,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-06-18,Shougang Lanza Tech Hebei Phase II Project commences operation,China,single event geography; entity not mapped,neutral,,not-dated,0.01,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#56,cn-shengli-power,matched,curated alias,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-06-22,Shengli Power Plant 1 Mtpa CCUS Project releases finalists for its capture bidding,China,canonical physical project location,positive,,not-dated,1,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#57,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,"Metropolitan CCS joint venture granted approval for CCS exploration drilling off Pacific coast of Chiba Prefecture, Japan",Japan,single event geography; entity not mapped,positive,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#58,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Operations started for the Nagaoka Methanation Demonstration utilizing the CO2NNEX® digital platform for transfer and management of e-methane Clean Gas Certificates,Japan,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#59,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Emitter clusters selected for advanced CCS projects with maritime transport,Japan,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#60,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Osaka Gas and Kobe Steel completes pre-feasibility study on large-scale CCS value chain targeting steel production and thermal power generation in the Kansai Region,Japan,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#61,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,LETA commits A$3.48M to accelerate carbon capture at POSCO's Pohang Steelworks,,multi-country or global event; non-additive until adjudicated,negative,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#62,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,SeAH Steel to supply steel pipes for UK carbon capture project,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#63,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,SLB to acquire geoscience and petroleum engineering software business portfolio of S&P Global Energy,United States,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#64,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,INEOS and Sandpiper Chemicals collaborate to develop a Texas-based methanol facility,United States,single event geography; entity not mapped,positive,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#65,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-06-10,Oil India Limited & the Petroleum Technology Research Centre of Saskatchewan sign collaboration agreement,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#66,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Indonesia and South Korea collaborate on re-purposing oil/gas infrastructure for CO2 storage,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
