source_project_id,project_name,country,mapping_status,canonical_project_id,candidate_project_ids,review_note
iea-2026-0757,Avedøre Power Station CCU (Green Fuels for Denmark),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0760,Ramba CCUS/EOR,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0761,Central Sumatera Basin CCUS hub,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0762,Sunda Asri Basin CCUS hub,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0764,Gemah field EOR,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0765,Kutai Basin CCUS hub,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0768,Peak cluster transport,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0769,Trailblazer CO2 pipeline (NE)(WY),United States,unmatched-review,,,No exact curated identity match
iea-2026-0770,Drax US BECCS plant 1,United States,unmatched-review,,,No exact curated identity match
iea-2026-0771,Drax US BECCS plant 2,United States,unmatched-review,,,No exact curated identity match
iea-2026-0772,STARFISH project (Havstjerne CO2 storage/Altera Stella Maris CCS Project Phase 1),Norway,unmatched-review,,,No exact curated identity match
iea-2026-0773,Ferrybridge EfW,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0774,Navigator Terminal train,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0775,Poseidon CO2 storage,Norway,unmatched-review,,,No exact curated identity match
iea-2026-0777,Joint study CCS value chain Japan Malaysia steel,Japan-Malaysia,unmatched-review,,,No exact curated identity match
iea-2026-0779,Fortum waste solutions Nyborg,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0784,Project Ruby (Rodby) phase 1,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0785,Project Ruby (Rodby) phase 2,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0786,Stenlille project (CO2RYLUS),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-0788,Yara Pilbara ammonia,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0789,WAH2 Clean Ammonia Project - phase 1,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0790,WAH2 Clean Ammonia Project - phase 2,Australia,unmatched-review,,,No exact curated identity match
iea-2026-0791,Pembina& Marubeni Hydrogen and Ammonia Complex (AB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0792,CarbonSAFE Eos (CO),United States,unmatched-review,,,No exact curated identity match
iea-2026-0793,Magnolia sequestration hub (Allen Parish) (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0794,Longleaf CCS (AL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0795,Timberland Sequestration project (AL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0796,Illinois Basin West CarbonSAFE (IL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0797,Sweetwater Carbon Storage Hub (SCS Hub) (WY),United States,unmatched-review,,,No exact curated identity match
iea-2026-0798,Project WyoTCH pipeline (WY),United States,unmatched-review,,,No exact curated identity match
iea-2026-0799,Port of Corpus Christi-Mississippi pipeline (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0800,Houston-Galveston pipeline (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0802,Nihon Shipyard Mistubishi Shipbuilding JV LCO2 carrier,Japan,unmatched-review,,,No exact curated identity match
iea-2026-0803,Removr Carbfix Polar plant phase 2,Iceland,unmatched-review,,,No exact curated identity match
iea-2026-0804,RWE CCGT Stallingborough,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0805,Nucor Steel Convent plant (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0806,ExxonMobil Vermilion parish storage: Pecan island (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0809,Aluminium Dunkerque feasibility study,France,unmatched-review,,,No exact curated identity match
iea-2026-0810,Metropolitan Area CCS (capture sources under evaluation),Japan,unmatched-review,,,No exact curated identity match
iea-2026-0811,Offshore Western Kyushu CCS,Japan,unmatched-review,,,No exact curated identity match
iea-2026-0812,Offshore Malay CCS (capture sources under evaluation),Japan-Malaysia,unmatched-review,,,No exact curated identity match
iea-2026-0813,CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 1,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0814,Aemetis CCS (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0815,Pelican sequestration hub (Livingston Parish) (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0816,ADM Decatur Campus CO2 Storage Site Expansion (IL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0818,Hydrogen to Humber (H2H) Saltend phase 2,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0819,H2-gateway,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0820,Eleusis oil refinery (Elefsina),Greece,unmatched-review,,,No exact curated identity match
iea-2026-0826,Yara-BASF Gulf Coast,United States,unmatched-review,,,No exact curated identity match
iea-2026-0829,"Mote biomass-to-hydrogen plant, 2nd facility (CA)",United States,unmatched-review,,,No exact curated identity match
iea-2026-0830,Babcock & Wilcox’s (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0831,Alberta Carbon Trunk Line (ACTL) - Edmonton Connector Phase 2 (AB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0835,Midland Basin project: Dusek CCS (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0836,Carbon reduced Ammonia plant St Rose (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0837,Stryde CO2 storage assessment Brazil,Brazil,unmatched-review,,,No exact curated identity match
iea-2026-0838,Great Carbon Valley DAC,Kenya,unmatched-review,,,No exact curated identity match
iea-2026-0839,Libra (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0840,Mountaineer Gigasystem (WV) Phase 1,United States,unmatched-review,,,No exact curated identity match
iea-2026-0841,Equinor Smeaheia storage phase 1 (start up phase),Norway,unmatched-review,,,No exact curated identity match
iea-2026-0845,UK Poseidon CCS project phase 1,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0846,UK Poseidon CCS project phase 2,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0847,UK Poseidon CCS project phase 3,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0849,Enquest CCS Project,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0850,Orion CCS Project Phase 1,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0851,Orion CCS Project Phase 2,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0853,Tellus CCS - CS020 (Area 1),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0854,Tellus CCS - CS021 (Area 5),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0855,Tellus CCS - CS022 (Area 7),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0856,Humberside CCS with Shell and Esso,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0857,Gas power CCUS MoU,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0858,Nagoya port cluster (capture sources under evaluation),Japan-Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0863,Corpus Christi carbon storage hub (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0864,Cameron Parish CO2 hub (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0865,Orion (AL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0866,Leo (MS),United States,unmatched-review,,,No exact curated identity match
iea-2026-0867,Lorain CCS (OH),United States,unmatched-review,,,No exact curated identity match
iea-2026-0868,Linden (IN),United States,unmatched-review,,,No exact curated identity match
iea-2026-0869,ADM Maroa/Forsyth CO2 Storage Site Development (IL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0870,Heartland Greenway Storage (HGSS) NVC-1 (IL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0871,Heartland Greenway Storage: Vervain (IL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0872,Heartland Greenway Storage: Compass (IL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0873,Minerva (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0874,Goose Lake (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0875,LA CCS (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0876,El Camino (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0877,Orchard (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0878,River Parish Sequestration (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0879,Diamond Vault (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0880,Draco (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0881,Aries (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0883,Pegasus (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0884,Dorado (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0885,Virgo (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0886,Corvus (WY),United States,unmatched-review,,,No exact curated identity match
iea-2026-0887,Cygnus (WY),United States,unmatched-review,,,No exact curated identity match
iea-2026-0888,Harvest Bend CCS White Castle (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0889,Osage CCS 1 (OK),United States,unmatched-review,,,No exact curated identity match
iea-2026-0890,San Joaquin Renewables BCCS (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0892,Carbon TerraVault 2 (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0893,Carbon TerraVault 3 (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0894,Carbon TerraVault 4 (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0895,Carbon TerraVault 5 (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0896,CarbonFrontier (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0897,Russel CO2 storage complex (KS),United States,unmatched-review,,,No exact curated identity match
iea-2026-0900,Pelican Rindge Tract CCS Project (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0901,Montezuma NorCal Carbon Hub (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0902,Carbon TerraVault 1: Verde (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0903,Carbon TerraVault 1: InEnTec (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0904,Tranmere and Stanlow Terminal,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0905,Parc Adfer CCS,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0906,Sharjah Hub,United Arab Emirates,unmatched-review,,,No exact curated identity match
iea-2026-0907,The Bluestreak CO2 Joint Venture,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0909,Filer City Station plant (MI),United States,unmatched-review,,,No exact curated identity match
iea-2026-0916,HyNet Hydrogen Production Project (HPP) Plant 2 (Hynet phase 2),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-0917,Gismarvik CO2 hub,Norway,unmatched-review,,,No exact curated identity match
iea-2026-0919,SK E&S Honeywell gas power plant,South Korea,unmatched-review,,,No exact curated identity match
iea-2026-0920,Aker Carbon Capture mineral production (unknown facilities),United States,unmatched-review,,,No exact curated identity match
iea-2026-0921,Oxy/ADNOC UAE DAC,United Arab Emirates,unmatched-review,,,No exact curated identity match
iea-2026-0923,Gulf Coast Hydrogen Hub HyVelocity (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0924,CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 2,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0925,CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 3,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0926,CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 3 (dedicated storage),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0928,ADNOC CO2 storage hub (Phase 2 of fertiglobe pilot),United Arab Emirates,unmatched-review,,,No exact curated identity match
iea-2026-0929,Yulin Energy Chemical (Shaanxi),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0930,Yulin Coal Chemical CCUS (Shaanxi) Phase 2,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0931,CPNC coal power Baijiantan Karamay (Xinjiang) Phase 1,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-0933,Mountaineer Gigasystem (WV) Phase 2,United States,unmatched-review,,,No exact curated identity match
iea-2026-0934,Mountaineer Gigasystem (WV) Phase 3,United States,unmatched-review,,,No exact curated identity match
iea-2026-0935,Mountaineer Gigasystem (WV) Phase 4,United States,unmatched-review,,,No exact curated identity match
iea-2026-0937,Tohoku Region West Coast CCS - Kyushu Works Oita Area,Japan,unmatched-review,,,No exact curated identity match
iea-2026-0938,Tohoku Region West Coast CCS - Kawasaki Plant of DC CO,Japan,unmatched-review,,,No exact curated identity match
iea-2026-0939,CO-Creator Pilot Startup program DACCS,Iceland,unmatched-review,,,No exact curated identity match
iea-2026-0940,Waste-to-energy Aker Carbon Capture (unknown facility),France,unmatched-review,,,No exact curated identity match
iea-2026-0946,"Nordbex 1, Nybro",Sweden,unmatched-review,,,No exact curated identity match
iea-2026-0947,East Kalimantan CCUS hub,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0948,JSA Pertamina Chevron East Kalimantan,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0949,Bapco MOL CCUS value chain,Bahrain,unmatched-review,,,No exact curated identity match
iea-2026-0950,CO2NEXT terminal phase 1,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0951,CO2NEXT terminal phase 2,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-0952,Deep Sky Alpha phase 1 (AB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-0956,Commonwealth LNG CCS (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0957,Joint study CCS value chain Japan Malaysia phase 1 (M3 CCS Project/Eastern CCS Hub project),Japan-Malaysia,unmatched-review,,,No exact curated identity match
iea-2026-0958,Joint study CCS value chain Japan Malaysia phase 2 (M3 CCS Project/Eastern CCS Hub project),Japan-Malaysia,unmatched-review,,,No exact curated identity match
iea-2026-0959,William Echo Springs CarbonSAFE (WY),United States,unmatched-review,,,No exact curated identity match
iea-2026-0960,Southeastern Illinois Basin CarbonSAFE (KT),United States,unmatched-review,,,No exact curated identity match
iea-2026-0962,CarbonSAFE Illinois Storage Corridor (IL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0963,Coal creek capture: site characterisation and permitting (ND),United States,unmatched-review,,,No exact curated identity match
iea-2026-0964,San Juan Basin CarbonSAFE (NM),United States,unmatched-review,,,No exact curated identity match
iea-2026-0965,Limeco Waste-to-Energy Dietikon,Switzerland,unmatched-review,,,No exact curated identity match
iea-2026-0968,INNOZHERO Filbornaverket plant Helsingborg,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-0971,Virginia CarbonSafe storage (VA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0972,CANstore (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0973,Atlantic Coast CO2 Emissions Storage Sink (ACCESS) (FL),United States,unmatched-review,,,No exact curated identity match
iea-2026-0974,Red Hills CO2 storage hub (MS),United States,unmatched-review,,,No exact curated identity match
iea-2026-0975,Ackerman Combined Cycle Plant (MS),United States,unmatched-review,,,No exact curated identity match
iea-2026-0976,Alaska Railbelt CCS Project (AK),United States,unmatched-review,,,No exact curated identity match
iea-2026-0977,Susitna Power Plant (AK),United States,unmatched-review,,,No exact curated identity match
iea-2026-0978,Monkey Island carbon storage project (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0979,"Project Crossroads (IN, IL, MI)",United States,unmatched-review,,,No exact curated identity match
iea-2026-0980,Whiting Refinery,United States,unmatched-review,,,No exact curated identity match
iea-2026-0981,Four corners carbon storage hub (NM),United States,unmatched-review,,,No exact curated identity match
iea-2026-0982,Phoenix project (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0983,Oak Grove CCS hub (Tri-state CCS hub) (PA),United States,unmatched-review,,,No exact curated identity match
iea-2026-0985,Tracy DAC facility,United States,unmatched-review,,,No exact curated identity match
iea-2026-0988,FlagshipTWO Sundsvall Korstaverket plant,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-0989,Sundsvall Korstaverket plant CCS,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-0990,FlagshipTHREE Umea Dava plant CCU,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-0994,Waste to energy CCU to TES Wilhemshaven (unknown facility),Germany,unmatched-review,,,No exact curated identity match
iea-2026-0996,Delaware Basin hub (Loving CCS hub) (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-0998,Tambak Lorok Gas-Fired Power Plant,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-0999,Lake Charles low carbon ammonia (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1000,Northern Gulf of Thailand CCS Exploration project,Thailand,unmatched-review,,,No exact curated identity match
iea-2026-1009,"CO2NNECTION Central Appalachian Basin hub (OH, PA, WV)",United States,unmatched-review,,,No exact curated identity match
iea-2026-1010,"Appalachian basin storage MoU/Capio sequestration (OH, PA, WV)",United States,unmatched-review,,,No exact curated identity match
iea-2026-1011,Tampa Regional Intermodal Carbon HUB (T-RICH) (FL),United States,unmatched-review,,,No exact curated identity match
iea-2026-1012,GeZero carbon capture project (Geseke),Germany,unmatched-review,,,No exact curated identity match
iea-2026-1015,Rumah1 and Rumah 2 plants,Saudi Arabia,unmatched-review,,,No exact curated identity match
iea-2026-1016,Nairyah1 and Nairyah 2 plants,Saudi Arabia,unmatched-review,,,No exact curated identity match
iea-2026-1017,Fife ethylene plant,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1018,Acorn Isle of Grain to Peterhead shipping,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1020,Cormorant Clean Energy project (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1021,Polk county hub (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1022,West Java sea rig-to-CCS JSA,Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-1024,Sheperd CCS project (capture sources under evaluation),South Korea-Malaysia,unmatched-review,,,No exact curated identity match
iea-2026-1027,Keravan Energia (Kerava),Finland,unmatched-review,,,No exact curated identity match
iea-2026-1028,Tarastenjärvi power (Tampere),Finland,unmatched-review,,,No exact curated identity match
iea-2026-1029,Kymijärvi power (Lahti),Finland,unmatched-review,,,No exact curated identity match
iea-2026-1030,Kotka power (Kotka),Finland,unmatched-review,,,No exact curated identity match
iea-2026-1032,Aittaluoto power (Pori),Finland,unmatched-review,,,No exact curated identity match
iea-2026-1033,Adams Fork Energy clean ammonia project (WV),United States,unmatched-review,,,No exact curated identity match
iea-2026-1034,Plock plant,Poland,unmatched-review,,,No exact curated identity match
iea-2026-1036,Tumbler Ridge e-methanol project (BC),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1038,HIF Cabo Negro eFuels Facility,Chile,unmatched-review,,,No exact curated identity match
iea-2026-1039,HIF Paysandú eFuels Facility Alur bioethanol plant,Uruguay,unmatched-review,,,No exact curated identity match
iea-2026-1042,Brocēni cement plant CCS,Latvia,unmatched-review,,,No exact curated identity match
iea-2026-1043,Linde Clear Lake HyCO Plant (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1045,Stade facility Green Methanol,Germany,unmatched-review,,,No exact curated identity match
iea-2026-1047,Hynovera,France,unmatched-review,,,No exact curated identity match
iea-2026-1048,Venture Global CCS Cameron (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1049,Pineywoods CCS hub (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1050,West bay storage Galveston (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1053,Baotou Steel (Baogang Group) (Inner Mongolia) phase 1,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1054,Baotou Steel (Baogang Group) (Inner Mongolia) phase 2,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1055,7 Blue Ammonia Facility,Qatar,unmatched-review,,,No exact curated identity match
iea-2026-1058,Great Plains Synfuel Plant to sequestration (ND),United States,unmatched-review,,,No exact curated identity match
iea-2026-1059,Central Louisiana Regional Carbon Storage (CENLA) Hub (Wilcox) (LA) phase 2,United States,unmatched-review,,,No exact curated identity match
iea-2026-1060,Central Louisiana Regional Carbon Storage (CENLA) Hub (Wilcox) (LA) phase 3,United States,unmatched-review,,,No exact curated identity match
iea-2026-1065,Cauldon cement plant,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1066,Gwangyang LNG terminal blue hydrogen,South Korea,unmatched-review,,,No exact curated identity match
iea-2026-1067,SEDAC hub (AL) phase 1,United States,unmatched-review,,,No exact curated identity match
iea-2026-1068,SEDAC hub (AL) phase 2,United States,unmatched-review,,,No exact curated identity match
iea-2026-1069,Thorning storage,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1070,ENEOS MOL JX CO2 shipping,Japan-Australia,unmatched-review,,,No exact curated identity match
iea-2026-1072,Big spring refinery (TX) pilot,United States,unmatched-review,,,No exact curated identity match
iea-2026-1073,Vicksburg Containerboard Mill (MS),United States,unmatched-review,,,No exact curated identity match
iea-2026-1076,Taiwan Cement Hualien oxyfuel pilot (Heping),Chinese Taipei,unmatched-review,,,No exact curated identity match
iea-2026-1077,Project Hummingbird,Kenya,unmatched-review,,,No exact curated identity match
iea-2026-1079,Kredsløb Energipark Lisbjerg,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1080,HOFOR Amagerværket,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1082,Equinor Mongstad refinery,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1084,Permian Regional Carbon Sequestration Hub (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1085,Montauk Energy biogas plants (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1087,Gärstaverket plant Linkoping,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1088,Celsio CCS project terminal,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1090,Veolia EfW to fuels,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1091,Tomakomai area CCS - Hokkaido Electric Tomatouatsuma power station,Japan,unmatched-review,,,No exact curated identity match
iea-2026-1092,Tomakomai area CCS - Idemitsu Kosan Hokkaido Refinery,Japan,unmatched-review,,,No exact curated identity match
iea-2026-1093,Everest,Germany,unmatched-review,,,No exact curated identity match
iea-2026-1094,eCapt-Rhone LeTeil,France,unmatched-review,,,No exact curated identity match
iea-2026-1096,OCAP,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-1097,Aker Carbon Capture power plant Europe (unknown facilities),Unknown,unmatched-review,,,No exact curated identity match
iea-2026-1098,Aker Carbon Capture WtE e-fuels,Finland,unmatched-review,,,No exact curated identity match
iea-2026-1099,Aker Carbon Capture Biomass CHP (unknown facility),Germany,unmatched-review,,,No exact curated identity match
iea-2026-1100,SLB Capturi Swedish energy company (unknown),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1101,Vattenfall Jordbro CHP plant,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1102,Aker Carbon Capture waste to energy Northern Europe (unknown facility),Unknown,unmatched-review,,,No exact curated identity match
iea-2026-1104,Lighthouse Green Fuels,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1105,Emerge CCS,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1106,North Lincolnshire Green Energy Park (NLGEP),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1107,Altalto,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1108,Seal Sands TGEPL,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1109,Saint-Gobain glass,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1110,Connah's Quay Low Carbon Power (CQLCP) Phase 1,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1111,Eramet Sauda,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1112,Stakraft Varme Heimdal (Trondheim),Norway,unmatched-review,,,No exact curated identity match
iea-2026-1113,Returkraft Kristiansand,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1114,Grand Ouest CO2 (GOCO₂) transport,France,unmatched-review,,,No exact curated identity match
iea-2026-1115,Neau Lime plant,France,unmatched-review,,,No exact curated identity match
iea-2026-1116,Saint-Pierre-la-Cour cement plant,France,unmatched-review,,,No exact curated identity match
iea-2026-1117,Shand (SK),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1118,NET Power Plant CCS (City of Estevan) (SK),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1120,Elmworth Gas Plant (AB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1121,K+S Potash CCS (SK),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1122,Lamont Carbon Hub (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1123,Lloydminster Upgrader,Canada,unmatched-review,,,No exact curated identity match
iea-2026-1124,Minnedosa Ethanol Plant (MB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1125,Moraine (GE) Power Generation (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1127,Duke Energy Edwardsport Integrated Gasification Combined Cycle plant (IN),United States,unmatched-review,,,No exact curated identity match
iea-2026-1128,Cypress Carbon Capture Project (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1129,Ash Grove Cement Foreman Plant (AR),United States,unmatched-review,,,No exact curated identity match
iea-2026-1130,Lake Charles Power Station Integrated CO2 Capture Project (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1131,Four Corners Power Plant Integrated Carbon Capture and Storage (NM),United States,unmatched-review,,,No exact curated identity match
iea-2026-1132,East Niigata area CCS - Tohoku Electric Power,Japan,unmatched-review,,,No exact curated identity match
iea-2026-1133,East Niigata area CCS - Mitsubshi gas chemical,Japan,unmatched-review,,,No exact curated identity match
iea-2026-1134,East Niigata area CCS - Hokuetsu pulp plant,Japan,unmatched-review,,,No exact curated identity match
iea-2026-1135,Metropolitan Area CCS - Nippon steel plant,Japan,unmatched-review,,,No exact curated identity match
iea-2026-1136,Offshore Western Kyushu CCS - Eneos refinery,Japan,unmatched-review,,,No exact curated identity match
iea-2026-1138,CO2NTESSA,Croatia,unmatched-review,,,No exact curated identity match
iea-2026-1139,Natran Group CO2 backbone,France,unmatched-review,,,No exact curated identity match
iea-2026-1140,Motor Oil Hellas (Iris Project),Greece,unmatched-review,,,No exact curated identity match
iea-2026-1141,IFESTOS Carbon Capture (Kamari plant),Greece,unmatched-review,,,No exact curated identity match
iea-2026-1142,Beremend cement factory,Hungary,unmatched-review,,,No exact curated identity match
iea-2026-1143,Orlen Lietuva,Lithuania,unmatched-review,,,No exact curated identity match
iea-2026-1144,AEB Amsterdam,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-1146,ECOPLANTA (Tarragona),Spain,unmatched-review,,,No exact curated identity match
iea-2026-1148,S-Hub project (*capture sources under evaluation),Singapore,unmatched-review,,,No exact curated identity match
iea-2026-1150,Valero 8 ethanol plants,United States,unmatched-review,,,No exact curated identity match
iea-2026-1151,"Weyerhauser-Lapis Energy CO2 sequestration (AR, LA, MS)",United States,unmatched-review,,,No exact curated identity match
iea-2026-1152,SLB Capturi CO280 Solutions pulp and paper mill,United States,unmatched-review,,,No exact curated identity match
iea-2026-1153,BioCirc biogas plant,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1154,Capsol feasibility study waste to energy Germany,Germany,unmatched-review,,,No exact curated identity match
